user_id,track_id,artists,album_name,track_name,popularity,duration_ms,danceability,energy,liveness,valence,tempo,track_genre
6595,16595,Vybz Kartel,TOUCH SCREEN RIDDIM,EVERY GYAL A MY GYAL,25,188368,0.878,0.754,0.302,0.883,102.029,dancehall
6596,16596,G-Terra;Solgie Rokcstone,Gun Bag,Gun Bag,29,161776,0.755,0.8,0.158,0.357,127.949,dancehall
6597,16597,T.O.K.,Ragga Ragga Ragga 16,Falla We,25,214133,0.811,0.741,0.139,0.66,94.706,dancehall
6598,16598,Sarkodie;Oxlade,No Pressure,Non Living Thing (feat. Oxlade),52,229345,0.795,0.715,0.138,0.689,106.932,dancehall
6599,16599,Vipa Music;Kenyaman,motivation,motivation,25,103490,0.741,0.558,0.125,0.602,99.348,dancehall
6600,16600,Kyodi,Pleasure,Pleasure [Fuck Again],25,149845,0.663,0.706,0.111,0.45,130.309,dancehall
6601,16601,YK Kastro,Trick,Trick,26,185573,0.598,0.495,0.158,0.233,88.011,dancehall
6602,16602,Silk Boss;Shabdon Records,Off Guard,Off Guard,25,179417,0.591,0.71,0.0926,0.536,68.746,dancehall
6603,16603,Vybz Kartel,The Gaza Don,Sickhead Sickhead,25,141688,0.752,0.811,0.443,0.541,133.574,dancehall
6604,16604,Yemi Alade,King Of Queens,Johnny,53,236012,0.84,0.842,0.138,0.875,125.104,dancehall
6605,16605,Mavado,Gangsta For Life: The Symphony Of David Brooks,Weh Dem A Do,25,166346,0.817,0.883,0.118,0.15,121.067,dancehall
6606,16606,Tarrus Riley,Parables,She's Royal,58,251026,0.754,0.459,0.0742,0.829,78.079,dancehall
6607,16607,General Degree,Ragga Ragga Ragga 9,Cartoon Character,25,235733,0.827,0.728,0.0959,0.653,92.945,dancehall
6608,16608,Collie Buddz;Krayzie Bone,Collie Buddz,Defend Your Own (feat. Krayzie Bone),26,234840,0.816,0.783,0.118,0.561,139.902,dancehall
6609,16609,Spragga Benz;Lady Saw;Rookie Production,Backshot,Backshot,25,122200,0.791,0.709,0.343,0.558,92.199,dancehall
6610,16610,Cherrie,Spotify Singles,Auf Wiedersehen - Recorded at Spotify Studios Stockholm,29,187819,0.682,0.595,0.309,0.555,158.111,dancehall
6611,16611,Kaliffa,Nån som e nån,Nån som e nån,27,181386,0.846,0.613,0.0888,0.687,113.961,dancehall
6612,16612,Medz Boss,Dead Like Dog Riddim,Bad Gyal,26,194042,0.628,0.805,0.0963,0.52,93.297,dancehall
6613,16613,Labyrint,Garalaowit,Officiella kampanjlåten,28,229560,0.548,0.805,0.266,0.625,120.354,dancehall
6614,16614,Kaliffa,Kalibreraren,1990,27,294468,0.683,0.87,0.55,0.636,90.004,dancehall
6615,16615,Poplane,Work (Mo Bible),Work - Mo Bible,26,197955,0.648,0.784,0.094,0.715,111.863,dancehall
6616,16616,Vybz Kartel,Pon Di Gaza 2.0,Mother in Law,25,152440,0.615,0.829,0.255,0.575,121.214,dancehall
6617,16617,Vybz Kartel,Riddim Driven: Beauty and The Beast,Kill Dem,25,161013,0.608,0.707,0.362,0.472,112.119,dancehall
6618,16618,Elemental Raggamuffin;Manes del asis;Original Jahsman,Prende Tu Fuego,Prende Tu Fuego,26,218297,0.787,0.668,0.108,0.654,93.932,dancehall
6619,16619,Elemental Raggamuffin,Mr Raggamuffin,Mr Raggamuffin,26,152375,0.869,0.794,0.0772,0.643,89.996,dancehall
6620,16620,Papa San,Dancehall 101 Vol. 4,Strange,27,235533,0.852,0.63,0.151,0.541,87.079,dancehall
6621,16621,Kaliffa,Ingen annan,Ingen annan,27,180666,0.703,0.715,0.14,0.381,119.933,dancehall
6622,16622,Ken Vybz,Confiné,Confiné,26,244000,0.596,0.75,0.122,0.725,83.704,dancehall
6623,16623,PAPA TANK,Krazé krazé,Waïné waïné,25,211093,0.779,0.809,0.292,0.965,96.941,dancehall
6624,16624,Bushman,Higher Ground,Fire Pon A Deadas,27,211466,0.802,0.589,0.0721,0.778,80.929,dancehall
6625,16625,Intence;Countree Hype,Yakuza - EP,London Drill,0,178688,0.814,0.749,0.348,0.722,141.102,dancehall
6626,16626,Rygin King,Therapy,Maddest Life,25,165450,0.764,0.62,0.109,0.36,100.147,dancehall
6627,16627,Lady Saw,My Way,Sweetest Ride,25,173120,0.691,0.573,0.251,0.434,66.956,dancehall
6628,16628,General Knas;Sizzla,Good For The World,Good For The World,26,216917,0.622,0.676,0.0736,0.771,84.701,dancehall
6629,16629,Vybz Kartel;Arif Cooper,Brand New Old School Riddim,Which Hairstyle (Model),24,182571,0.619,0.833,0.065,0.642,132.021,dancehall
6630,16630,Tanya Stephens,Tanya...Collection Of Hits,These Streets,25,233586,0.563,0.603,0.19,0.546,78.836,dancehall
6631,16631,Gojira,Our Time Is Now,Our Time Is Now,60,271417,0.229,0.949,0.153,0.4,99.325,death-metal
6632,16632,Cradle Of Filth,Lovecraft & Witch Hearts,Hallowed Be Thy Name,51,430733,0.428,0.972,0.0787,0.225,118.306,death-metal
6633,16633,Opeth,Soldier of Fortune,Soldier of Fortune,52,208520,0.475,0.385,0.131,0.183,134.368,death-metal
6634,16634,Suicide Silence,The Black Crown,You Only Live Once,60,192560,0.613,0.953,0.116,0.213,119.976,death-metal
6635,16635,Death,The Sound of Perseverance - Reissue,Voice of the Soul,58,223933,0.158,0.572,0.144,0.347,79.176,death-metal
6636,16636,Cradle Of Filth,Nymphetamine Special Edition,Nymphetamine Fix,54,302360,0.462,0.905,0.0839,0.253,122.925,death-metal
6637,16637,In Element,In The Air 2nite,In The Air 2nite,43,265012,0.44,0.71,0.326,0.446,165.964,death-metal
6638,16638,Gojira,Fortitude,Amazonia,59,300783,0.382,0.954,0.244,0.513,181.933,death-metal
6639,16639,In Element,Victory Or Defeat,Fear Is The Virus,39,190180,0.395,0.84,0.316,0.123,176.838,death-metal
6640,16640,Slayer,Reign In Blood (Expanded),Raining Blood,65,255186,0.227,0.995,0.127,0.0363,87.499,death-metal
6641,16641,Slayer,Reign In Blood (Expanded),Angel Of Death,60,291773,0.326,0.995,0.145,0.092,105.459,death-metal
6642,16642,Slayer,Repentless,Delusions of Saviour,73,115413,0.223,0.805,0.0849,0.25,168.165,death-metal
6643,16643,Opeth,Damnation,Hope Leaves,49,267146,0.501,0.48,0.133,0.122,139.17,death-metal
6644,16644,Opeth,Damnation,In My Time of Need,53,346733,0.471,0.604,0.166,0.187,137.388,death-metal
6645,16645,Gojira,From Mars to Sirius,Flying Whales,61,464453,0.266,0.925,0.19,0.2,95.438,death-metal
6646,16646,Cannibal Corpse,Tomb Of The Mutilated,Hammer Smashed Face,59,242760,0.357,0.98,0.0768,0.368,96.969,death-metal
6647,16647,In Flames,The Jester Race (Black Ash-Inheritance Version),The Jester's Dance,58,129199,0.276,0.872,0.197,0.46,178.823,death-metal
6648,16648,Opeth,Damnation,Windowpane,55,464280,0.328,0.553,0.0985,0.322,159.959,death-metal
6649,16649,Slayer,South Of Heaven,South Of Heaven,64,298533,0.31,0.991,0.0969,0.0395,140.071,death-metal
6650,16650,Meshuggah,ObZen,Bleed,60,442733,0.242,0.998,0.284,0.18,114.642,death-metal
6651,16651,Gojira,Magma,Stranded,65,269533,0.513,0.88,0.0824,0.495,92.358,death-metal
6652,16652,Burgerkill;Ahmad Dhani,Elang,Elang,37,252631,0.499,0.819,0.277,0.475,95.007,death-metal
6653,16653,Eulogy,Memento Mori,You'll Die Alone,34,257971,0.413,0.697,0.106,0.377,110.841,death-metal
6654,16654,Eulogy,Memento Mori,Cross to Bare,34,224347,0.562,0.888,0.159,0.406,134.997,death-metal
6655,16655,Gojira,Magma,Silvera,62,212653,0.333,0.959,0.299,0.242,137.052,death-metal
6656,16656,Eulogy,Memento Mori,Blood Red Skies,34,248000,0.42,0.95,0.373,0.409,95.844,death-metal
6657,16657,Amon Amarth,Twilight Of The Thunder God,Twilight Of The Thunder God,63,248746,0.374,0.92,0.0802,0.278,191.014,death-metal
6658,16658,Gojira,Metal,Stranded,0,269533,0.512,0.879,0.0824,0.484,92.358,death-metal
6659,16659,Goretrade,Ten Years Trading... (Bonus Remastered),Unholy Masturbation (Bonus Remastered),37,178316,0.257,0.974,0.302,0.467,153.083,death-metal
6660,16660,Children Of Bodom,Are You Dead Yet?,Are You Dead Yet?,62,234880,0.461,0.961,0.308,0.416,96.009,death-metal
6661,16661,Deicide,Metal,Once upon the Cross,0,214213,0.205,0.95,0.212,0.313,184.498,death-metal
6662,16662,Opeth,Ghost Reveries,Ghost of Perdition,52,629480,0.292,0.818,0.0544,0.19,93.924,death-metal
6663,16663,Noxa,Legacy,Tanah Air Beta,33,92000,0.433,0.959,0.0697,0.723,135.118,death-metal
6664,16664,Death,Metal,Symbolic,0,392800,0.288,0.982,0.163,0.127,163.469,death-metal
6665,16665,Sepultura,Metal,Arise,0,198226,0.371,0.961,0.0916,0.159,115.336,death-metal
6666,16666,Beside,Against Ourselves,Aku Adalah Tuhan,37,214986,0.532,0.914,0.169,0.382,109.975,death-metal
6667,16667,Goretrade,Ten Years Trading... (Bonus Remastered),Human Butchery (Bonus Remastered),35,163648,0.266,0.983,0.0963,0.263,147.771,death-metal
6668,16668,Cradle Of Filth,Metal,Courting Baphomet,0,317480,0.476,0.968,0.0469,0.421,94.993,death-metal
6669,16669,Burgerkill,Beyond Coma and Despair,Atur Aku,36,273880,0.462,0.98,0.138,0.244,99.827,death-metal
6670,16670,Burgerkill,Adamantine,Integral,35,327406,0.466,0.968,0.154,0.129,140.998,death-metal
6671,16671,Obituary,Metal,Turned Inside Out,0,310840,0.335,0.982,0.0582,0.0496,122.413,death-metal
6672,16672,Opeth,Watershed (Special Edition),Burden,49,461053,0.313,0.631,0.184,0.184,119.972,death-metal
6673,16673,Goretrade,Mistaken Conception (Special Edition 2cd),They Were Ignored,35,200500,0.258,0.994,0.344,0.154,157.229,death-metal
6674,16674,Testament,Metal,Electric Crown,0,330226,0.357,0.905,0.375,0.546,81.294,death-metal
6675,16675,The Browning,Release Your ANGER,Final Breath,0,217371,0.137,0.946,0.168,0.171,175.02,death-metal
6676,16676,Opeth,Nordic Metal,The Devil's Orchard,0,399666,0.511,0.645,0.292,0.278,95.005,death-metal
6677,16677,Testament,Groove Metal Roots & Branches,Hail Mary,0,212733,0.38,0.935,0.111,0.529,109.096,death-metal
6678,16678,Sepultura,Groove Metal Roots & Branches,Roots Bloody Roots,0,212253,0.435,0.874,0.311,0.265,120.167,death-metal
6679,16679,Transmetal,México Bárbaro,Dios Nos Agarre Confesados,34,194536,0.345,0.927,0.316,0.333,171.915,death-metal
6680,16680,Transmetal,El Llamado de la Hembra,El Infierno de Dante,38,275435,0.201,0.965,0.312,0.114,78.437,death-metal
6681,16681,Death,Symbolic (Remastered Version),Symbolic,53,392800,0.364,0.982,0.163,0.127,113.772,death-metal
6682,16682,Sepultura,Roots,Roots Bloody Roots,62,212253,0.428,0.874,0.311,0.261,119.708,death-metal
6683,16683,Behemoth,The Satanist,O Father O Satan O Sun!,49,433440,0.261,0.92,0.157,0.183,84.013,death-metal
6684,16684,Slaughter to Prevail,Kostolom,Demolisher,60,216000,0.209,0.991,0.307,0.0659,199.865,death-metal
6685,16685,Gojira,The way of all flesh,The art of dying,57,594213,0.493,0.83,0.102,0.114,137.967,death-metal
6686,16686,Children Of Bodom,Follow The Reaper,Everytime I Die,47,243000,0.422,0.912,0.103,0.336,104.065,death-metal
6687,16687,Slaughter to Prevail,Kostolom,Baba Yaga,57,255000,0.251,0.966,0.577,0.278,195.038,death-metal
6688,16688,Bodysnatcher,Behind The Crowd,Behind the Crowd,48,194208,0.436,0.917,0.313,0.357,132.282,death-metal
6689,16689,Slaughter to Prevail,1984,1984,60,215000,0.465,0.993,0.464,0.204,92.472,death-metal
6690,16690,Municipal Waste,The Last Rager,Wave of Death,62,113040,0.402,0.99,0.0749,0.481,82.341,death-metal
6691,16691,Eluveitie,Slania,Inis Mona,54,249240,0.43,0.991,0.416,0.276,107.031,death-metal
6692,16692,THOUSAND EYES,BETRAYER,Betrayer,32,220893,0.437,0.996,0.0774,0.154,118.999,death-metal
6693,16693,Eluveitie,Origins,The Call of the Mountains,55,253896,0.305,0.884,0.974,0.196,108.355,death-metal
6694,16694,In Flames,Clayman,Only for the Weak,63,294866,0.418,0.835,0.289,0.549,104.986,death-metal
6695,16695,Testament,The Gathering,Down for Life,60,203680,0.344,0.955,0.0665,0.352,111.671,death-metal
6696,16696,In Flames,"I, the Mask",I Am Above,58,229816,0.545,0.977,0.0704,0.172,120.018,death-metal
6697,16697,Eluveitie,Helvetios,A Rose for Epona,51,266266,0.48,0.969,0.0632,0.157,100.057,death-metal
6698,16698,Gojira,From Mars to Sirius,The Heaviest Matter of the Universe,58,237840,0.243,0.97,0.284,0.243,102.729,death-metal
6699,16699,Eulogy,Memento Mori,Corvid,34,348339,0.404,0.918,0.321,0.523,144.332,death-metal
6700,16700,Children Of Bodom,Are You Dead Yet?,In Your Face,51,255973,0.496,0.988,0.0339,0.294,115.06,death-metal
6701,16701,Gojira,L'Enfant Sauvage (Special Edition),L'enfant sauvage,58,257733,0.143,0.995,0.364,0.079,87.803,death-metal
6702,16702,Goretrade,Ten Years Trading... (Bonus Remastered),Cannibal Instinct (Bonus Remastered),34,175348,0.288,0.976,0.445,0.349,142.201,death-metal
6703,16703,Arch Enemy,War Eternal,War Eternal,60,256053,0.445,0.98,0.129,0.285,155.045,death-metal
6704,16704,Burgerkill,Beyond Coma and Despair,Shadow of Sorrow,34,247493,0.396,0.978,0.373,0.0777,127.831,death-metal
6705,16705,Amon Amarth,Put Your Back Into The Oar,Put Your Back Into The Oar,60,277893,0.477,0.934,0.343,0.328,139.947,death-metal
6706,16706,Burgerkill;Ahmad Dhani,Satu Sisi,Satu Sisi,32,266666,0.468,0.865,0.0866,0.286,144.06,death-metal
6707,16707,Annihilator,Metal,Alison Hell,0,300746,0.382,0.979,0.17,0.122,101.784,death-metal
6708,16708,Goretrade,Mistaken Conception (Special Edition 2cd),Relapsing in Agony,33,221000,0.299,0.971,0.613,0.392,144.338,death-metal
6709,16709,Arch Enemy,Doomsday Machine,Nemesis,59,252280,0.246,0.954,0.126,0.164,97.553,death-metal
6710,16710,Burgerkill,Killchestra,Anjing Tanah,31,430773,0.315,0.759,0.0904,0.0388,110.944,death-metal
6711,16711,Burgerkill,Roar of Chaos,Roar of Chaos,31,266498,0.543,0.969,0.167,0.0625,107.523,death-metal
6712,16712,Burgerkill,Venomous,Under the Scars,31,317786,0.528,0.997,0.143,0.13,139.923,death-metal
6713,16713,Revenge The Fate,Redemption,Pembalasan,33,194930,0.252,0.972,0.398,0.157,110.492,death-metal
6714,16714,DeadSquad;Eet Syahranie,Catharsis,Murder,30,164741,0.265,0.982,0.343,0.207,117.863,death-metal
6715,16715,DeadSquad,Tyranation,Lahir Mata Satir,33,236276,0.262,0.992,0.308,0.0492,94.527,death-metal
6716,16716,Death Angel,Metal,The Ultra-Violence,0,633600,0.242,0.99,0.153,0.19,110.976,death-metal
6717,16717,DeadSquad,Catharsis,The Black Triangle,31,212102,0.587,0.932,0.0799,0.343,75.004,death-metal
6718,16718,Slayer,Seasons In The Abyss,Seasons In The Abyss,59,397826,0.263,0.97,0.0922,0.17,151.729,death-metal
6719,16719,Surra,Parabéns aos Envolvidos,Parabéns aos Envolvidos,32,129839,0.319,0.986,0.0429,0.294,122.268,death-metal
6720,16720,Goretrade,Mistaken Conception (Special Edition 2cd),Reduced to Redemption,34,189000,0.227,0.955,0.209,0.349,159.931,death-metal
6721,16721,Surra,Escorrendo Pelo Ralo,Bom Dia Senhor,34,272346,0.343,0.959,0.0869,0.229,138.377,death-metal
6722,16722,Overkill,Metal,Ignorance & Innocence,0,300373,0.496,0.853,0.266,0.612,137.295,death-metal
6723,16723,Sarcófago,The Laws of Scourge,Midnight Queen,31,375666,0.258,0.804,0.173,0.145,120.728,death-metal
6724,16724,Evil Darkness,Dark Blasting Tongue,Self Destruction,33,110920,0.354,0.942,0.277,0.235,144.987,death-metal
6725,16725,Gangrena Gasosa,"Se Deus É 10, Satanás É 666","Se Deus É 10, Satanás É 666",32,202762,0.4,0.981,0.277,0.12,180.096,death-metal
6726,16726,Black Pantera,Ascensão,Fogo Nos Racistas,32,219108,0.52,0.989,0.122,0.307,111.916,death-metal
6727,16727,Transmetal,México Bárbaro,México Bárbaro,34,322571,0.271,0.942,0.0928,0.182,73.107,death-metal
6728,16728,Evil Darkness,Dark Blasting Tongue,Without Mercy (Jungle of Dead Christians),34,135720,0.426,0.968,0.344,0.503,144.997,death-metal
6729,16729,Overkill,Groove Metal Roots & Branches,Dreaming in Columbia,0,240960,0.513,0.955,0.0419,0.417,132.112,death-metal
6730,16730,Transmetal,El Llamado de la Hembra,El Llamado de la Hembra,32,200806,0.342,0.865,0.068,0.537,85.411,death-metal
6731,16731,Upon A Burning Body,Built from War,Extermination,58,197148,0.464,0.975,0.123,0.175,93.251,death-metal
6732,16732,Behemoth,I Loved You at Your Darkest,Bartzabel,47,301285,0.468,0.913,0.0787,0.187,109.003,death-metal
6733,16733,Veil Of Maya,Matriarch,Mikasa,54,189857,0.501,0.991,0.107,0.222,110.001,death-metal
6734,16734,Arch Enemy,Will To Power,The Eagle Flies Alone - edit,54,299441,0.492,0.982,0.118,0.148,136.004,death-metal
6735,16735,Cannibal Corpse,Tomb Of The Mutilated,I Cum Blood,54,221960,0.338,0.988,0.0377,0.449,99.046,death-metal
6736,16736,Make Them Suffer,Doomswitch,Doomswitch,58,275205,0.25,0.952,0.0892,0.126,143.022,death-metal
6737,16737,Betraying The Martyrs,Black Hole,Black Hole,56,231762,0.518,0.861,0.0747,0.317,100.08,death-metal
6738,16738,Eluveitie,Everything Remains (As It Never Was),Isara,39,164413,0.392,0.772,0.921,0.102,160.043,death-metal
6739,16739,Currents,The Way It Ends,Better Days,59,247747,0.372,0.978,0.134,0.214,76.359,death-metal
6740,16740,Meshuggah,Koloss,Demiurge,53,372866,0.207,0.945,0.0947,0.0399,113.254,death-metal
6741,16741,Insomnium,Heart Like a Grave (Bonus Tracks Version),Heart Like a Grave,43,425144,0.458,0.908,0.068,0.0398,120.013,death-metal
6742,16742,Testament,The Formation of Damnation,For the Glory of...,58,72493,0.45,0.892,0.0878,0.49,120.048,death-metal
6743,16743,Thy Art Is Murder,Hate,Reign of Darkness,57,215226,0.392,0.966,0.239,0.0764,139.83,death-metal
6744,16744,Children Of Bodom,Hatebreeder,Downfall,51,273706,0.443,0.951,0.152,0.271,99.472,death-metal
6745,16745,Morbid Angel,Altars of Madness,Immortal Rites,48,243520,0.19,0.934,0.363,0.36,98.424,death-metal
6746,16746,Bleed From Within,Fracture,The End of All We Know,51,252333,0.359,0.979,0.326,0.303,149.026,death-metal
6747,16747,Gojira,The way of all flesh,Toxic garbage island,55,246680,0.238,0.98,0.234,0.13,185.3,death-metal
6748,16748,Slaughter to Prevail,Kostolom,Bonebreaker,56,265000,0.487,0.978,0.307,0.266,100,death-metal
6749,16749,Behemoth,Evangelion,Ov Fire and the Void,49,267320,0.471,0.973,0.0243,0.152,130.034,death-metal
6750,16750,Hellcrust,Kalamaut,Kalamaut,28,95013,0.275,0.981,0.294,0.0568,114.848,death-metal
6751,16751,Cannibal Corpse,Torture,Scourge of Iron,55,284400,0.446,0.977,0.105,0.339,172.059,death-metal
6752,16752,Traitors,Night Terrors,Phantasm,28,180571,0.471,0.99,0.449,0.105,105.055,death-metal
6753,16753,Gideon,Milestone,Bad Blood,29,164093,0.525,0.957,0.396,0.223,107.491,death-metal
6754,16754,Attila,Rage,Lights Out,29,192266,0.315,0.95,0.376,0.377,95.981,death-metal
6755,16755,Amon Amarth,Jomsviking,Raise Your Horns,52,263760,0.458,0.873,0.0664,0.551,164.984,death-metal
6756,16756,Amon Amarth,Fate of Norns,The Pursuit Of Vikings,58,270253,0.506,0.967,0.167,0.488,129.704,death-metal
6757,16757,The Acacia Strain,Continent,Skynet,28,262200,0.194,0.94,0.18,0.0996,179.982,death-metal
6758,16758,Horrible Creatures,Internal Decline,Unprocessed,28,283872,0.211,0.994,0.132,0.0683,105.058,death-metal
6759,16759,Amon Amarth,Twilight Of The Thunder God,Guardians Of Asgaard,59,263160,0.529,0.953,0.146,0.279,134.968,death-metal
6760,16760,The Black Dahlia Murder,Miasma,Novelty Crosses,29,231626,0.282,0.989,0.392,0.104,105.285,death-metal
6761,16761,Claustrofobia,Peste,Bastardos do Brasil,30,208813,0.427,0.998,0.355,0.0762,95.296,death-metal
6762,16762,Exodus,Tempo of the Damned,Blacklist,57,376920,0.534,0.969,0.269,0.598,75.005,death-metal
6763,16763,The Acacia Strain,Wormwood,Nightman,28,171800,0.513,0.988,0.244,0.375,144.965,death-metal
6764,16764,Suffocation,Metal,Thrones of Blood,0,314893,0.316,0.887,0.1,0.627,135.777,death-metal
6765,16765,Eisregen,Leblos,Leblos,29,234013,0.458,0.963,0.156,0.607,74.991,death-metal
6766,16766,Goretrade,Mistaken Conception (Special Edition 2cd),Rejecting the Lies,31,210000,0.486,0.987,0.206,0.202,156.015,death-metal
6767,16767,Testament,The Ritual,Return to Serenity,53,390800,0.294,0.613,0.139,0.228,112.385,death-metal
6768,16768,The Acacia Strain,The Dead Walk,Whoa! Shut It Down,29,178226,0.282,0.985,0.224,0.151,121.567,death-metal
6769,16769,Beside,Eleven Heroes,Tuhan Dan Setan,29,265116,0.494,0.995,0.146,0.311,107.53,death-metal
6770,16770,The Acacia Strain,Wormwood,Terminated,28,194386,0.52,0.991,0.34,0.252,120.04,death-metal
6771,16771,The Acacia Strain,Wormwood,Bay of Pigs,29,317506,0.51,0.984,0.407,0.129,109.997,death-metal
6772,16772,Goretrade,Mistaken Conception (Special Edition 2cd),No Limit Suggestion,30,217000,0.327,0.991,0.205,0.155,134.992,death-metal
6773,16773,Burgerkill,Killchestra,Penjara Batin,30,308400,0.327,0.923,0.32,0.27,125.893,death-metal
6774,16774,Arch Enemy,Deceivers,The Watcher,59,298000,0.174,0.979,0.394,0.126,93.352,death-metal
6775,16775,DeadSquad,Horror Vision (original version 2009),Dominasi Belati,30,225146,0.319,0.949,0.508,0.265,140.189,death-metal
6776,16776,Avatar,Thoughts of No Tomorrow,War Song,29,134920,0.577,0.948,0.096,0.649,120.014,death-metal
6777,16777,Evil Darkness,Dark Blasting Tongue,Buried in Hypocrisy,30,126453,0.376,0.952,0.194,0.361,144.761,death-metal
6778,16778,Burgerkill,Beyond Coma and Despair,Darah Hitam Kebencian,29,387493,0.491,0.973,0.0696,0.0351,119.982,death-metal
6779,16779,Transmetal,Las Alas del Emperador,Orgasmatron,30,218746,0.2,0.771,0.313,0.179,156.59,death-metal
6780,16780,Transmetal,Velóz y Devastador,Enviado del Infierno,30,207632,0.343,0.703,0.0841,0.496,111.84,death-metal
6781,16781,The Contortionist,Language,Language I: Intuition,47,324106,0.304,0.737,0.279,0.156,97.583,death-metal
6782,16782,Death,The Sound of Perseverance - Reissue,Spirit Crusher,52,407000,0.289,0.968,0.0569,0.284,97.076,death-metal
6783,16783,Born Of Osiris,Tomorrow We Die Alive,Machine,49,264773,0.443,0.991,0.106,0.0519,155.045,death-metal
6784,16784,Annihilator,Set The World On Fire,Phoenix Rising,44,228546,0.598,0.76,0.343,0.164,120.488,death-metal
6785,16785,Slayer,God Hates Us All,Bloodline,55,216973,0.408,0.971,0.135,0.237,118.445,death-metal
6786,16786,Meshuggah,Immutable,Broken Cog,53,335146,0.376,0.877,0.108,0.614,174.031,death-metal
6787,16787,Bleed From Within,I Am Damnation,I Am Damnation,49,286000,0.476,0.966,0.0538,0.227,92.506,death-metal
6788,16788,Death,Leprosy (Deluxe Reissue),Pull the Plug,51,266773,0.226,0.978,0.0436,0.242,102.374,death-metal
6789,16789,Opeth,Sorceress,Will o the Wisp,44,307786,0.452,0.386,0.15,0.25,63.344,death-metal
6790,16790,Currents,The Death We Seek,The Death We Seek,56,245719,0.209,0.944,0.404,0.247,113.301,death-metal
6791,16791,Opeth,Blackwater Park,Blackwater Park,42,731306,0.109,0.854,0.197,0.134,79.958,death-metal
6792,16792,Children Of Bodom,"Holiday At Lake Bodom, 15 Years of Wasted Youth",I´m Shipping Up To Boston,52,170253,0.334,0.973,0.127,0.228,99.393,death-metal
6793,16793,Dr. Acula,Slander,Cocaine Avalanche,28,197426,0.334,0.959,0.333,0.106,132.549,death-metal
6794,16794,Gojira,Fortitude,Another World,53,264947,0.351,0.877,0.119,0.238,169.999,death-metal
6795,16795,Gojira,Fortitude,Born For One Thing,54,260741,0.215,0.971,0.308,0.376,145.913,death-metal
6796,16796,Gojira,The way of all flesh,Oroborus,52,321786,0.395,0.962,0.176,0.0681,136.839,death-metal
6797,16797,Meshuggah,Nothing,Rational Gaze,52,304493,0.528,0.976,0.0944,0.243,133.01,death-metal
6798,16798,Slayer,Seasons In The Abyss,Dead Skin Mask,56,320520,0.342,0.987,0.172,0.0418,110.125,death-metal
6799,16799,Opeth,Sorceress,Sorceress,50,349093,0.446,0.7,0.147,0.357,160.058,death-metal
6800,16800,Finntroll,Blodsvept,Ett Folk Förbannat,28,205626,0.493,0.989,0.331,0.444,110.085,death-metal
6801,16801,Slayer,Seasons In The Abyss,War Ensemble,56,291733,0.332,0.988,0.055,0.097,98.878,death-metal
6802,16802,Children Of Bodom,Are You Dead Yet?,If You Want Peace... Prepare For War,53,237640,0.387,0.983,0.267,0.443,170.075,death-metal
6803,16803,After The Burial,Dig Deep,Lost In The Static,57,273194,0.602,0.955,0.207,0.193,126.009,death-metal
6804,16804,Gideon,Calloused,Calloused,28,220480,0.555,0.994,0.362,0.318,114.956,death-metal
6805,16805,Cannibal Corpse,Evisceration Plague,Evisceration Plague,52,270920,0.291,0.98,0.102,0.257,79.792,death-metal
6806,16806,Noxa,Grind Viruses,Sinetron Sucks,28,98826,0.313,0.981,0.153,0.149,120.1,death-metal
6807,16807,Upon A Burning Body,Straight From The Barrio,Media Blackout,27,157633,0.523,0.969,0.869,0.472,117.085,death-metal
6808,16808,Gojira,L'Enfant Sauvage (Special Edition),The Gift of Guilt,52,356800,0.197,0.977,0.18,0.0819,157.221,death-metal
6809,16809,The Black Dahlia Murder,Deflorate,Throne of Lunacy,26,214253,0.244,0.951,0.361,0.153,102.468,death-metal
6810,16810,Revenge The Fate,Bencana,Bencana,28,249464,0.521,0.993,0.0893,0.156,114.989,death-metal
6811,16811,Opeth,Blackwater Park (20th Anniversary Edition),Dirge for November,28,473666,0.275,0.377,0.117,0.123,139.089,death-metal
6812,16812,Burgerkill,Killchestra,Angkuh,28,274333,0.515,0.86,0.187,0.343,135.997,death-metal
6813,16813,Burgerkill,Killchestra,Only the Strong,28,349013,0.513,0.941,0.165,0.251,121.891,death-metal
6814,16814,In Flames,Subterranean,Dead Eternity,27,302333,0.269,0.936,0.178,0.223,136.057,death-metal
6815,16815,DevilDriver,"Outlaws ’Til The End, Vol. 1",Copperhead Road,29,215382,0.391,0.917,0.34,0.245,95.364,death-metal
6816,16816,Gideon;Drew York,Out of Control,2 CLOSE (feat. Drew York),28,222823,0.587,0.959,0.67,0.446,97.531,death-metal
6817,16817,Within The Ruins,Black Heart,Open Wounds,27,238625,0.451,0.996,0.58,0.176,117.504,death-metal
6818,16818,Avatar,Thoughts of No Tomorrow,Stranger,28,350040,0.347,0.964,0.116,0.143,113.093,death-metal
6819,16819,Slayer,Soundtrack To The Apocalypse (Deluxe Version),New Faith,29,185826,0.25,0.992,0.0948,0.158,88.336,death-metal
6820,16820,Surra,Sempre Seremos Culpados,Joga No Meio Da Rua,28,122854,0.294,0.996,0.238,0.1,116.347,death-metal
6821,16821,Frozen Soul,Crypt Of Ice,Wraith of Death,28,243288,0.21,0.976,0.0689,0.0749,138.938,death-metal
